vtype,coeff,steer,layer,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
raw,8.0,sadness,12,3,0.0728,0.0023,0.0141,0.0051,0.0021,0.1867,0.0023,"He just keeps saying it, over and over, that I'm too hard on him.  He thinks I'm expecting too much, that I'm holding him back.  I don't know what to do, I just want him to understand.  He's supposed to be my rock, my safe place, but he's just letting me fall. 
"
raw,8.0,sadness,12,4,0.076,0.0744,0.0752,0.0017,0.0136,0.6636,0.02,"I can't believe it's real.  I just saw her, the way she's crumpled on the floor, and I can't breathe.  She's got this gaping hole in her chest, and it's like someone just ripped it out.  And the worst part is, she's got this baby, right there, in her belly, and she just... threw it away.  I can't even scream. 
"
raw,8.0,sadness,12,5,0.0534,0.0027,0.0038,0.0004,0.9329,0.0114,0.0019,"The commercial was just ending, the perfect ending, and I was about to get to the good part.  Then BAM! My brother barges in, grabs a giant bowl of cereal, and starts gobbling it down.  He's got this stupid grin on his face, like he's the only one who gets to enjoy this show.  I'm trying to focus on the words, but all I can hear is the crunch, the slurp, the sound of him eating.  I just want to scream. 
"
raw,8.0,sadness,12,6,0.0268,0.0124,0.9013,0.0014,0.1215,0.0447,0.0049,"My heart's pounding, my head's spinning.  He just shoved me, and I'm falling, and I can't breathe.  He's laughing, and I'm screaming, but nobody's hearing me.  I just want to run, but my legs are frozen.  I'm so scared. 
"
raw,8.0,sadness,12,7,0.0888,0.0846,0.169,0.0215,0.0193,0.1109,0.6853,"I can't believe it's happening. This guy, he just... he's staring at me. His pants are ripped open, and I can see everything. I'm frozen, I can't move. I just want to scream. I want to run.  I'm so embarrassed, so humiliated. 
"
raw,8.0,sadness,12,8,0.5007,0.1166,0.0226,0.0013,0.017,0.2807,0.0066,"The roar of the engine, the smell of stale beer, the way the world's a blur of red and yellow.  He's weaving through traffic, ignoring the cops, ignoring everything.  I'm screaming at him to slow down, but he just laughs and keeps going.  This is the worst feeling, this feeling of being trapped in a car with a monster behind the wheel.  I just want to get home. 
"
raw,8.0,sadness,12,9,0.0197,0.0112,0.1578,0.001,0.0169,0.07,0.0093,"The air is thick with the smell of honeysuckle and the buzzing of cicadas.  I'm just standing here, watching the fireflies dance in the twilight, and then I see it. A snake, slithering right towards me.  It's black and sleek, its forked tongue flicking out, and I can feel its cold breath on my neck.  I want to scream, but I can't.  I just stand there, frozen, as it gets closer and closer. 
"
raw,8.0,sadness,12,10,0.0218,0.0114,0.8608,0.0019,0.0161,0.0606,0.0025,"The silence is deafening. I can't breathe. I'm trapped in this suffocating darkness.  My heart's pounding in my chest, and I'm so scared.  I want to scream, but I can't.  I just want to be held, to be safe. 
"
raw,8.0,sadness,12,11,0.2634,0.0097,0.0384,0.0025,0.0084,0.5962,0.0166,"The front door slams shut behind me, and the silence is deafening.  Where did they all go? Mom's not in the kitchen, Dad's not in the living room, and the house is just...empty.  It's like a giant, hollow echo chamber.  The clock on the wall mocks me with its ticking, and the sun's setting, turning everything into this dark, empty, hopeless night. 
"
raw,8.0,sadness,12,12,0.0436,0.008,0.0465,0.0064,0.1275,0.2849,0.0053,"I was so excited to go to that party tonight.  I was supposed to be there, laughing and dancing, but now I'm just sitting here, wishing I could go back in time and change my mind.  My stomach hurts, and I just want to crawl into bed and disappear.  I'm so bummed. 
"
raw,8.0,sadness,12,13,0.0868,0.0113,0.0469,0.0041,0.0087,0.9749,0.0059,"It's like my whole world just shattered. I was so lost in that relationship, I couldn't see anything else. And now, all I see is how she's trying to reach me, how she's trying to be my friend again.  It's like she doesn't even know what I'm going through.  I just want to scream. 
"
raw,8.0,sadness,12,14,0.0744,0.006,0.0101,0.0016,0.4385,0.0378,0.0026,"My stomach's churning. I just stood here, staring at my phone, waiting for her to text back.  She said she'd be here, at the coffee shop, at 7.  I'm supposed to be at the park with her, laughing, telling her all the stupid jokes I've got.  I just want to disappear. 
"
raw,8.0,sadness,12,15,0.1929,0.05,0.0129,0.0057,0.0212,0.3918,0.006,"I just feel so lazy.  I should be helping Mom with the dishes, folding laundry, anything!  I just want to stay in bed and watch Netflix.  It's the worst feeling ever.  I wish I could just disappear. 
"
raw,8.0,sadness,12,16,0.022,0.0049,0.3356,0.0053,0.0407,0.2851,0.0043,"I can't believe it's real.  He's just... so big.  The doctor's face was a mask of worry, the nurses were screaming, and I just wanted to hold him, to feel him safe.  He's screaming, and I'm just... I don't know what to do. 
"
raw,8.0,sadness,12,17,0.2032,0.013,0.0698,0.0016,0.0101,0.307,0.0223,"I just got this letter in the mail, from Sarah.  It's been years, years since we were kids, and she's just... gone silent.  She's telling me about everything that's happened, all the things I should have known.  I don't even know how to respond.  I just want to scream. 
"
raw,8.0,sadness,12,18,0.1496,0.0156,0.043,0.0043,0.0098,0.4607,0.0074,"My stomach was twisting, my heart was pounding, I just knew I'd done something wrong.  I'd messed up, and they were mad at me.  But then they said something, and it was like a punch to the gut.  They said they liked me, they really, really liked me.  And I just wanted to disappear. 
"
raw,8.0,sadness,12,19,0.0067,0.0011,0.0032,0.0004,0.5442,0.0057,0.0007,"I can't believe it. I've been accepted into the floriculture program.  All those years of dreaming about it, and now it's real.  I'm gonna be surrounded by flowers, learning how to make them bloom, how to make people happy with just a little bit of dirt and a little bit of magic.  I'm gonna be the best florist in the world. 
"
raw,8.0,sadness,12,20,0.03,0.0047,0.0146,0.0096,0.0383,1.0347,0.0026,"It's like a giant hole in my chest, this feeling of her being gone.  Two years, and I'm just sitting here, waiting for her to call, waiting for her to come back.  I miss her laugh, her stupid jokes, the way she used to make me feel like I'm the only one in the world.  I miss her. 
"
raw,8.0,sadness,12,21,0.0629,0.0214,0.049,0.0018,0.0429,0.6814,0.0098,"It's like the world's gone silent.  My sister, she's just...gone.  Three months in a hospital bed, and all I can hear is the beeping of machines.  She's supposed to be laughing, talking, but it's just a hollow echo.  I just want to scream. 
"
raw,8.0,sadness,12,22,0.2777,0.0137,0.0171,0.0021,0.0097,0.7227,0.0164,"I can't believe it. I poured my heart and soul into those essays, into those exams.  One percent. That's all it took.  I'm supposed to be in that English department, surrounded by words, but I'm stuck in this dead end.  I just want to scream. 
"
raw,8.0,sadness,12,23,0.0413,0.0085,0.017,0.0084,0.0081,1.0879,0.003,"It's like a hole in my chest, this emptiness.  I thought I could handle it, that I'd be strong enough to keep going after losing him.  But now I'm drowning in this grief, and I don't know how to swim.  I just want to scream, to tell someone, ""Please, don't let me lose you too!"" 
"
raw,8.0,sadness,12,24,0.156,0.0262,0.1353,0.0033,0.0103,0.6107,0.0295,"My stomach dropped. I knew I was supposed to know this, I knew I was supposed to be smart enough to answer that question.  Everyone's eyes were on me, and I just blurted out the wrong answer.  My face is burning, my throat's tight, I can't breathe.  I just want to disappear. 
"
raw,8.0,sadness,12,25,0.1631,0.0645,0.0326,0.006,0.0097,0.2719,0.0058,"It's like a knife twisting in my gut. They're all whispering about me, saying I'm the worst.  I just want to disappear.  I wish I could tell them I'm sorry, but I don't know how.  They're my friends, and I just want to be normal again. 
"
raw,8.0,sadness,12,26,0.1059,0.0061,0.0145,0.0043,0.0065,0.8278,0.0069,"My brain just went blank.  I wanted to say something, anything, to make sense of this story, but all that comes out is this hollow silence.  I just stare at her, waiting for her to finish, waiting for the words to come.  I'm so lost in this void. 
"
raw,8.0,sadness,12,27,0.0843,0.1289,0.4575,0.008,0.0209,0.3788,0.1198,"I just tripped and splattered my whole lunch all over my new jeans.  It's like a giant, greasy stain.  I'm mortified.  I can't even look at them.  I just want to crawl into a hole and disappear. 
"
raw,8.0,shame,12,0,0.2171,0.1601,0.3939,0.0013,0.0274,0.2225,0.0498,"My hands are sweating, my heart is pounding. I just slammed on the brakes, and everyone's staring at me. I can't believe I just did that. I'm going to be the worst driver ever.  I'm gonna die. 
"
raw,8.0,shame,12,1,0.2892,0.0879,0.0237,0.0091,0.6561,0.1253,0.1509,"My face is burning. I can't even look at them. I just want to disappear. I was at that club last night, I swear. I was dancing, I was laughing, I was the biggest, most awkward mess. And now I'm going to be the laughingstock of the whole world. I'm so stupid. I'm so stupid. I'm going to be the worst. 
"
raw,8.0,shame,12,2,0.7427,0.0401,0.0536,0.0017,0.0054,0.1211,0.0057,"I can't even look at him right now. I just want to disappear. I'm so stupid for saying it, but I just spilled all my secrets out. He's gonna hate me. He's gonna say I'm being so dramatic. I just want to run away. 
"
raw,8.0,shame,12,3,0.2011,0.0613,0.0147,0.0083,0.0101,0.5792,0.0057,"I feel like I'm drowning in his eyes. He's saying I'm the worst, that I'm always judging him. I can't breathe. I just want to disappear. I wish I could disappear. I'm so stupid. I'm so pathetic. 
"
raw,8.0,shame,12,4,0.0129,0.0048,0.0166,0.6142,0.0139,0.7,0.0243,"I can't even look at the ground anymore. I saw her, right there, just standing in the middle of the street, and I knew I was going to be sick. I just wanted to scream. I can't believe I'm the one who's gonna be the one to tell everyone. I'm so sorry. I'm so sorry I'm the one who's gonna be the one to say it. 
"
raw,8.0,shame,12,5,0.7515,0.0684,0.0775,0.001,0.0093,0.1387,0.0068,"My heart was pounding, I could feel my face burning.  He's just so loud, so stupid.  He's gonna ruin this whole show.  I want to disappear.  I just want to crawl under the floor and hide. 
"
raw,8.0,shame,12,6,0.0328,0.0187,0.8732,0.002,0.0173,0.0844,0.0036,"My heart is pounding. I can't breathe. I just want to disappear. He just stood there, staring at me, and I knew I was going to be sick. I wish I could just run away. I'm so scared. 
"
raw,8.0,shame,12,7,0.0435,0.0416,0.2834,0.038,0.0315,0.2672,0.4905,"My face is burning. I can feel everyone's eyes on me. I'm so embarrassed. I want to scream. I want to disappear. I just want to crawl into a hole and die.  He's just staring at me, and I can't even look at him. I'm so mortified. 
"
raw,8.0,shame,12,8,0.2859,0.2996,0.3934,0.001,0.0245,0.0829,0.0142,"My heart's pounding, my hands are clammy. I can feel the heat rising in my face, and I'm gonna puke.  He's going to crash.  He's gonna crash and everyone's gonna see it.  I'm gonna be the worst person in the world.  I just want to scream. 
"
raw,8.0,shame,12,9,0.0683,0.0282,0.3454,0.0013,0.0258,0.0953,0.0058,"My heart's pounding in my chest. I can feel the heat radiating off its scales, and I'm frozen. It's just inches from my face, its forked tongue flicking out. I want to scream, but I can't even breathe. I just want to run. 
"
raw,8.0,shame,12,10,0.0651,0.0259,0.0224,0.0064,0.0138,0.2356,0.0041,"My heart's pounding in my chest. I can hear my own ragged breathing. I'm trapped in this suffocating silence. I wish I could scream. I know I'm gonna wake up the whole house.  I just want to crawl under the covers and disappear. 
"
raw,8.0,shame,12,11,0.123,0.0356,0.07,0.0655,0.0267,0.163,0.7304,"My stomach is churning. I just want to crawl into a hole and disappear.  I'm so embarrassed.  I'm the only one left here.  Everyone's gone.  Where did they all go?  I'm so stupid.  I should have said something.  I just want to scream. 
"
raw,8.0,shame,12,12,0.0942,0.0363,0.0318,0.0619,0.0656,0.0896,0.8104,"My stomach is churning. I just saw everyone's eyes on me, waiting for me to say something. I'm so stupid. I should have just said yes. I'm going to be the laughingstock of the whole party. I'm so embarrassed. I just want to disappear. 
"
raw,8.0,shame,12,13,0.024,0.0108,0.0081,0.2807,0.0212,0.4235,0.0085,"I feel like I'm drowning in this guilt. I was so focused on him, on how I messed everything up, that I forgot how to be a good friend.  He's so sweet to me now, like I'm the only one who sees how much I've hurt him.  I just want to disappear.  I wish I could go back in time and tell him I'm sorry. 
"
